Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Курьер: ускоренная доставка    ,     10463580, 11/22/2022          , new    , 1 849      , 925  , "  2,0   "
Курьер: ускоренная доставка    ,     10463583, 11/22/2022          , new    , 4 498      , 2 249, "  2,0   "
Курьер: ускоренная доставка    ,     10463587, 11/22/2022          , new    , 2 155      , 2 155, "  1,0   "
Курьер: ускоренная доставка    ,     10463589, 11/22/2022          , new    , 1 874      , 937  , "  2,0   "
Курьер: ускоренная доставка    ,     10463618, 11/22/2022          , new    , 4 248      , 2 124, "  2,0   "
Курьер: ускоренная доставка    ,     10463629, 11/22/2022          , new    , 2 198      , 1 099, "  2,0   "
Курьер: ускоренная доставка    ,     10463680, 11/22/2022          , new    , 2 974      , 2 974, "  1,0   "
самовывоз PickPoint            ,     10463183, 11/22/2022          , new    , 1 917      , 639  , "  3,0   "
самовывоз PickPoint            ,     10463191, 11/22/2022          , new    , 3 299      , 3 299, "  1,0   "
самовывоз PickPoint            ,     10463192, 11/22/2022          , new    , 3 738      , 1 869, "  2,0   "
самовывоз PickPoint            ,     10463201, 11/22/2022          , new    , 4 190      , 838  , "  5,0   "
самовывоз PickPoint            ,     10463231, 11/22/2022          , new    , 3 147      , 1 049, "  3,0   "
самовывоз PickPoint            ,     10463244, 11/22/2022          , new    , 3 570      , 893  , "  4,0   "
самовывоз PickPoint            ,     10463247, 11/22/2022          , new    , 2 345      , 1 173, "  2,0   "
самовывоз PickPoint            ,     10463253, 11/22/2022          , new    , 1 896      , 474  , "  4,0   "
самовывоз PickPoint            ,     10463267, 11/22/2022          , new    , 1 847      , 616  , "  3,0   "
самовывоз PickPoint            ,     10463280, 11/22/2022          , new    , 1 479      , 493  , "  3,0   "
самовывоз PickPoint            ,     10463284, 11/22/2022          , new    , 4 671      , 1 168, "  4,0   "
самовывоз PickPoint            ,     10463312, 11/22/2022          , new    , 4 999      , 4 999, "  1,0   "
самовывоз PickPoint            ,     10463468, 11/22/2022          , new    , 3 499      , 3 499, "  1,0   "
самовывоз PickPoint            ,     10463482, 11/22/2022          , new    , 997        , 332  , "  3,0   "
самовывоз PickPoint            ,     10463506, 11/22/2022          , new    , 3 358      , 1 679, "  2,0   "
самовывоз PickPoint            ,     10463508, 11/22/2022          , new    , 3 147      , 1 049, "  3,0   "
самовывоз PickPoint            ,     10463522, 11/22/2022          , new    , 3 049      , 1 016, "  3,0   "
самовывоз PickPoint            ,     10463540, 11/22/2022          , new    , 6 267      , 696  , "  9,0   "
самовывоз PickPoint            ,     10463553, 11/22/2022          , new    , 3 248      , 1 624, "  2,0   "
самовывоз PickPoint            ,     10463555, 11/22/2022          , new    , 3 568      , 1 784, "  2,0   "
самовывоз PickPoint            ,     10463557, 11/22/2022          , new    , 1 747      , 582  , "  3,0   "
самовывоз PickPoint            ,     10463572, 11/22/2022          , new    , 2 543      , 1 272, "  2,0   "
самовывоз PickPoint            ,     10463583, 11/22/2022          , new    , 3 185      , 398  , "  8,0   "
самовывоз PickPoint            ,     10463594, 11/22/2022          , new    , 3 146      , 787  , "  4,0   "
самовывоз PickPoint            ,     10463597, 11/22/2022          , new    , 1 447      , 482  , "  3,0   "
самовывоз PickPoint            ,     10463637, 11/22/2022          , new    , 3 816      , 382  , "  10,0   "
Самовывоз из пункта выдачи     ,     10463147, 11/22/2022          , new    , 3 043      , 435  , "  7,0   "
Самовывоз из пункта выдачи     ,     10463156, 11/22/2022          , new    , 4 698      , 2 349, "  2,0   "
Самовывоз из пункта выдачи     ,     10463171, 11/22/2022          , new    , 3 749      , 3 749, "  1,0   "
Самовывоз из пункта выдачи     ,     10463182, 11/22/2022          , new    , 1 048      , 524  , "  2,0   "
Самовывоз из пункта выдачи     ,     10463186, 11/22/2022          , new    , 1 248      , 624  , "  2,0   "
Самовывоз из пункта выдачи     ,     10463191, 11/22/2022          , new    , 2 448      , 1 224, "  2,0   "
Самовывоз из пункта выдачи     ,     10463192, 11/22/2022          , new    , 9 312      , 621  , "  15,0   "
Самовывоз из пункта выдачи     ,     10463194, 11/22/2022          , new    , 1 681      , 420  , "  4,0   "
Самовывоз из пункта выдачи     ,     10463196, 11/22/2022          , new    , 2 947      , 982  , "  3,0   "
Самовывоз из пункта выдачи     ,     10463205, 11/22/2022          , new    , 6 096      , 3 048, "  2,0   "
Самовывоз из пункта выдачи     ,     10463210, 11/22/2022          , new    , 2 297      , 766  , "  3,0   "
Самовывоз из пункта выдачи     ,     10463210, 11/22/2022          , new    , 8 842      , 884  , "  10,0   "
Самовывоз из пункта выдачи     ,     10463211, 11/22/2022          , new    , 3 324      , 1 108, "  3,0   "
Самовывоз из пункта выдачи     ,     10463212, 11/22/2022          , new    , 3 518      , 1 759, "  2,0   "
Самовывоз из пункта выдачи     ,     10463220, 11/22/2022          , new    , 6 504      , 813  , "  8,0   "
Самовывоз из пункта выдачи     ,     10463221, 11/22/2022          , new    , 3 299      , 1 100, "  3,0   "
Самовывоз из пункта выдачи     ,     10463225, 11/22/2022          , new    , 2 118      , 1 059, "  2,0   "
Самовывоз из пункта выдачи     ,     10463226, 11/22/2022          , new    , 3 020      , 604  , "  5,0   "
Самовывоз из пункта выдачи     ,     10463233, 11/22/2022          , new    , 4 173      , 596  , "  7,0   "
Самовывоз из пункта выдачи     ,     10463238, 11/22/2022          , new    , 3 957      , 1 319, "  3,0   "
Самовывоз из пункта выдачи     ,     10463242, 11/22/2022          , new    , 968        , 484  , "  2,0   "
Самовывоз из пункта выдачи     ,     10463247, 11/22/2022          , new    , 3 915      , 783  , "  5,0   "
Самовывоз из пункта выдачи     ,     10463248, 11/22/2022          , new    , 3 496      , 1 748, "  2,0   "
Самовывоз из пункта выдачи     ,     10463254, 11/22/2022          , new    , 1 248      , 624  , "  2,0   "
Самовывоз из пункта выдачи     ,     10463256, 11/22/2022          , new    , 3 522      , 881  , "  4,0   "
Самовывоз из пункта выдачи     ,     10463258, 11/22/2022          , new    , 31 198     , 1 076, "  29,0   "
Самовывоз из пункта выдачи     ,     10463268, 11/22/2022          , new    , 3 408      , 568  , "  6,0   "
Самовывоз из пункта выдачи     ,     10463275, 11/22/2022          , new    , 1 247      , 416  , "  3,0   "
Самовывоз из пункта выдачи     ,     10463277, 11/22/2022          , new    , 1 748      , 874  , "  2,0   "
